id,tipo_de_servicio,sede,objeto_de_la_atencion,full_address,calle,numero_exterior,numero_interior,colonia,codigo_postal,alcaldia,referencias_de_ubicacion,horario_de_atencion_horas,dias_de_atencion,correo_electronico,telefono_1,extension_1,telefono_2,extension_2,latitude,longitude,numero_consecutivo,coordenadas
,,Modulo de ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.4901846,-99.0739878,,
,,M”DULO DE POLICIA SSC-CDMX,,,,,,,,,,,,,,,,,19.4951183,-99.0656043,,
,,"Modulo de Policia "" Valle Alto""",,,,,,,,,,,,,,,,,19.4920544,-99.0665943,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4931101,-99.0918671,,
,,"EstaciÛn De Policia ""SSP""",,,,,,,,,,,,,,,,,19.4611889,-99.0883585,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4591618,-99.1033815,,
,,MÛdulo de Seguridad P˙blica y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.4708262,-99.1017946,,
,,Modulo de policias,,,,,,,,,,,,,,,,,19.4916664,-99.0807826,,
,,Modulo de Segurida 5 de Mayo,,,,,,,,,,,,,,,,,19.4929613,-99.0976908,,
,,Modulo 9,,,,,,,,,,,,,,,,,19.4915307,-99.0801994,,
,,Police module,,,,,,,,,,,,,,,,,19.3645064,-99.1737241,,
,,Modulo de la SecretarÌa de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.3828169,-99.1809939,,
,,56 Agrupamiento de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.3956402,-99.169119,,
,,Sector de policÌa portales,,,,,,,,,,,,,,,,,19.3946088,-99.1880866,,
,,PolicÌa Auxiliar del Df,,,,,,,,,,,,,,,,,19.3931473,-99.2044556,,
,,Modulo de PolicÌas Barrio norte,,,,,,,,,,,,,,,,,19.3806913,-99.2035281,,
,,PGJ Procuraduria General de Justicia,,,,,,,,,,,,,,,,,19.3656447,-99.1726331,,
,,Policia Cdmx,,,,,,,,,,,,,,,,,19.3650878,-99.1801643,,
,,modulo de policia,,,,,,,,,,,,,,,,,19.3659226,-99.1955665,,
,,MÛdulos de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3889106,-99.1778024,,
,,Organo Interno De Control En La PolicÌa Federal,,,,,,,,,,,,,,,,,19.3926249,-99.1816064,,
,,¡rea De AtenciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3973121,-99.1906187,,
,,SecretarÌa De Seguridad P˙blica PolicÌa De Proximidad Fuente,,,,,,,,,,,,,,,,,19.2803823,-99.1948401,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.270971,-99.2062792,,
,,Destacamento de la POLICIA auxiliar,,,,,,,,,,,,,,,,,19.2898873,-99.1663083,,
,,Policia auxiliar cdmx sector 59,,,,,,,,,,,,,,,,,19.2885891,-99.1673671,,
,,Insurgentes Sur Police Station,,,,,,,,,,,,,,,,,19.3049529,-99.1858859,,
,,Fiscalia Desconcentrada de investigaciÛn en Tlalpan CoordinaciÛn Territorial TLP-2 TLP-3,,,,,,,,,,,,,,,,,19.2835908,-99.1656263,,
,,Police sub-delegation Tlalpan,,,,,,,,,,,,,,,,,19.2707994,-99.2062173,,
,,Ssp Sector Upc Tecomilt,,,,,,,,,,,,,,,,,19.216996,-98.9884328,,
,,Modulo de seguridad.,,,,,,,,,,,,,,,,,19.2415001,-98.9954625,,
,,Secretaria de Seguridad P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.2169123,-98.9925092,,
,,Police Station Villa Coapa,,,,,,,,,,,,,,,,,19.2895807,-99.1154507,,
,,Police module,,,,,,,,,,,,,,,,,19.2809608,-99.1374772,,
,,Estacion de Policia Division del Norte,,,,,,,,,,,,,,,,,19.2840463,-99.1274024,,
,,Policia Preventiva del D.f.,,,,,,,,,,,,,,,,,19.3098992,-99.1435398,,
,,Base Plata Coyoacan,,,,,,,,,,,,,,,,,19.3014928,-99.1451091,,
,,CUADRANTE O-3.5.4 SECTOR LA NORIA,,,,,,,,,,,,,,,,,19.2774393,-99.1247308,,
,,MODULOS DE SEGURIDAD Y PARTICIPACI”N CIUDADANA,,,,,,,,,,,,,,,,,19.2965415,-99.1388879,,
,,Instituto de FormaciÛn de PolicÌa Federal,,,,,,,,,,,,,,,,,19.3095664,-99.1200485,,
,,BASE PLATA SSP,,,,,,,,,,,,,,,,,19.2767137,-99.1183391,,
,,MODULE SAFETY AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.306837,-99.1208107,,
,,Modulo de Seguridad Publica y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.2960507,-99.1208497,,
,,UNIDAD DE PROTECCION CIUDADANA TEPEPAN Y ESTACION DE POLICIA MUYUGUARDA,,,,,,,,,,,,,,,,,19.2765533,-99.1179733,,
,,EstaciÛn de Policia Atocpan,,,,,,,,,,,,,,,,,19.2026419,-99.0520987,,
,,"EstaciÛn De PolicÌa ""San BartolomÈ""",,,,,,,,,,,,,,,,,19.2068981,-99.0711497,,
,,Police station,,,,,,,,,,,,,,,,,19.4707405,-99.1361379,,
,,Police station,,,,,,,,,,,,,,,,,19.4364535,-99.1314749,,
,,Caja de PrevisiÛn de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.4446601,-99.1449667,,
,,Modulo de Policias.,,,,,,,,,,,,,,,,,19.4727983,-99.1460856,,
,,59 Agrupamiento,,,,,,,,,,,,,,,,,19.4437574,-99.1426655,,
,,Caja de PrevisiÛn de La Policia Preventiva del Df,,,,,,,,,,,,,,,,,19.4472507,-99.1219431,,
,,Agrupamiento PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.4435176,-99.1431567,,
,,DIRECCI”N DE SEGURIDAD ESCOLAR,,,,,,,,,,,,,,,,,19.4369749,-99.1312176,,
,,Estacion De Policia R. Dominguez,,,,,,,,,,,,,,,,,19.4707657,-99.1360946,,
,,Policia Auxiliar del Distrito Federal,,,,,,,,,,,,,,,,,19.4517293,-99.1476091,,
,,MÛdulo de Policia,,,,,,,,,,,,,,,,,19.4679304,-99.1202915,,
,,"Region 1 ""TEUTLI"" Policia Auxiliar",,,,,,,,,,,,,,,,,19.4689514,-99.1355488,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.466052,-99.1177123,,
,,Sector 69.,,,,,,,,,,,,,,,,,19.4435387,-99.1432354,,
,,modulo policial,,,,,,,,,,,,,,,,,19.4539378,-99.1441303,,
,,"Modulo de Policias ""Porvenir 1"".",,,,,,,,,,,,,,,,,19.4678712,-99.1469104,,
,,UPC Tepeyac,,,,,,,,,,,,,,,,,19.4746913,-99.1314285,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4624654,-99.1130327,,
,,Modulo de policÌa,,,,,,,,,,,,,,,,,19.4598719,-99.1302325,,
,,SSP MÛdulo de PolicÌa,,,,,,,,,,,,,,,,,19.443975,-99.1851394,,
,,Modulo de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.4292977,-99.1733136,,
,,Modulo de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.4548306,-99.184708,,
,,Policia Auxiliar del Distrito Federal 64,,,,,,,,,,,,,,,,,19.450429,-99.1701989,,
,,EstaciÛn De PolicÌa Gral. Mariano Escobedo,,,,,,,,,,,,,,,,,19.437452,-99.1840065,,
,,Modulo de PolicÌa SSP,,,,,,,,,,,,,,,,,19.4449847,-99.1939883,,
,,SECRETA DE SEGURIDAD PUBLICA DEL D.F,,,,,,,,,,,,,,,,,19.4589443,-99.185168,,
,,Policia Auxiliar del Df,,,,,,,,,,,,,,,,,19.4553445,-99.1862495,,
,,Unidad de PolicÌa de Proximidad,,,,,,,,,,,,,,,,,19.4589804,-99.1672165,,
,,Confidence Federal Police Control,,,,,,,,,,,,,,,,,19.4259733,-99.1684287,,
,,PolicÌa Federal Sede Mazaryk,,,,,,,,,,,,,,,,,19.4307329,-99.181361,,
,,"EstaciÛn De PolicÌa ""Gutemberg""",,,,,,,,,,,,,,,,,19.4334704,-99.1717461,,
,,EstaciÛn De PolicÌa RÌo TÌber,,,,,,,,,,,,,,,,,19.4328098,-99.1705563,,
,,PolicÌa TurÌstica,,,,,,,,,,,,,,,,,19.4259077,-99.1666972,,
,,PolicÌa Auxiliar Agrupamiento 51,,,,,,,,,,,,,,,,,19.4531972,-99.1632776,,
,,UniÛn Nacional de PolicÌas,,,,,,,,,,,,,,,,,19.4273231,-99.1654703,,
,,COMANDANCIA SECTOR 64,,,,,,,,,,,,,,,,,19.4504461,-99.1702861,,
,,SSPCDMX DirecciÛn General Zona Oriente,,,,,,,,,,,,,,,,,19.3877833,-99.0598582,,
,,EstaciÛn Policia CDMX,,,,,,,,,,,,,,,,,19.3391863,-99.2531394,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.324161,-99.24145,,
,,Technical Institute for Police Training,,,,,,,,,,,,,,,,,19.3370323,-99.2497628,,
,,UPC SAN JER”NIMO,,,,,,,,,,,,,,,,,19.3099256,-99.2586567,,
,,MÛdulos De Seguridad Y ParticipaciÛn Ciudadana.,,,,,,,,,,,,,,,,,19.3258609,-99.2596434,,
,,Reclutamiento Academia de Policia Desierto de los Leones,,,,,,,,,,,,,,,,,19.3361659,-99.2501161,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.5190975,-99.2187216,,
,,Modulo De PolicÌa CDMX,,,,,,,,,,,,,,,,,19.511138,-99.2092249,,
,,Cuartel de PolicÌa SSP CDMX,,,,,,,,,,,,,,,,,19.5183584,-99.2018823,,
,,EstaciÛn de PolicÌa SSP CDMX,,,,,,,,,,,,,,,,,19.508315,-99.205749,,
,,Cuerpo De Seguridad Auxiliares Del Estado De MÈxico.,,,,,,,,,,,,,,,,,19.5280609,-99.2119593,,
,,Estacion de policia,,,,,,,,,,,,,,,,,19.5098774,-99.1891912,,
,,MÛdulo de PolicÌa SSP CDMX,,,,,,,,,,,,,,,,,19.5171812,-99.2028012,,
,,Columbus Police booth Echegaray,,,,,,,,,,,,,,,,,19.4898372,-99.2246772,,
,,MÛdulo PolicÌa SSC CDMX,,,,,,,,,,,,,,,,,19.5144301,-99.1967627,,
,,SSPCDMX,,,,,,,,,,,,,,,,,19.5083985,-99.2057561,,
,,Estacion De PolicÌa Prados Del Rosario,,,,,,,,,,,,,,,,,19.5080056,-99.2100446,,
,,PolicÌa Municipal,,,,,,,,,,,,,,,,,19.3696665,-98.9954607,,
,,U.P.C. Teotongo,,,,,,,,,,,,,,,,,19.3540059,-99.0142088,,
,,Security Modules AND CITIZEN PARTICIPATION,,,,,,,,,,,,,,,,,19.3640021,-98.9994838,,
,,Sector de PolicÌa Preventiva,,,,,,,,,,,,,,,,,19.3615359,-99.008727,,
,,MÛdulo de Vigilancia,,,,,,,,,,,,,,,,,19.3742358,-99.0027276,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.3780524,-99.0150614,,
,,pgjdf,,,,,,,,,,,,,,,,,19.3534153,-99.0132588,,
,,PolicÌa Auxiliar del Df,,,,,,,,,,,,,,,,,19.3420301,-98.9977135,,
,,M”DULOS DE SEGURIDAD Y ATENCI”N CUIDADANA,,,,,,,,,,,,,,,,,19.3710987,-98.9984436,,
,,Police Presidium,,,,,,,,,,,,,,,,,19.3575812,-99.2980589,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.3697839,-99.2882601,,
,,Police module Huixquilucan,,,,,,,,,,,,,,,,,19.3791862,-99.2850618,,
,,Caseta de PolicÌa,,,,,,,,,,,,,,,,,19.3725281,-99.266432,,
,,Policia Federal.,,,,,,,,,,,,,,,,,19.3473343,-99.2864452,,
,,EstaciÛn de PolicÌa Cuajimalpa,,,,,,,,,,,,,,,,,19.3529761,-99.2721903,,
,,MODULOS DE SEGURIDAD PARTICIPACION CIUDADANA POLICIA,,,,,,,,,,,,,,,,,19.375026,-99.2885914,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.3764313,-99.2834937,,
,,Policia Preventiva,,,,,,,,,,,,,,,,,19.3609486,-99.2841023,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.3702328,-99.2804566,,
,,Upc Tlalpan Topilejo,,,,,,,,,,,,,,,,,19.1976314,-99.1439684,,
,,EstaciÛn de PolicÌa Parque LÛpez Velarde,,,,,,,,,,,,,,,,,19.4075147,-99.1562391,,
,,General Police Headquarters Research,,,,,,,,,,,,,,,,,19.4236167,-99.1491622,,
,,56 Agrupamiento de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.3956402,-99.169119,,
,,CorporaciÛn Auxiliar de PolicÌa de ProtecciÛn Ciudadana.,,,,,,,,,,,,,,,,,19.4128565,-99.1744505,,
,,Ministry of Public Security CDMX,,,,,,,,,,,,,,,,,19.4243568,-99.1635301,,
,,modulo de segurida,,,,,,,,,,,,,,,,,19.4106551,-99.1593904,,
,,Destacamento de la PolicÌa,,,,,,,,,,,,,,,,,19.426484,-99.1608381,,
,,Confidence Federal Police Control,,,,,,,,,,,,,,,,,19.4259733,-99.1684287,,
,,PolicÌa TurÌstica,,,,,,,,,,,,,,,,,19.4259077,-99.1666972,,
,,Camara de Fotomulta,,,,,,,,,,,,,,,,,19.4159684,-99.1766808,,
,,Estacionamiento de la Jefatura General de la PolicÌa de InvestigaciÛn,,,,,,,,,,,,,,,,,19.4235955,-99.1490843,,
,,RegiÛn de Policia 10,,,,,,,,,,,,,,,,,19.4243164,-99.1635833,,
,,Sector de policÌa portales,,,,,,,,,,,,,,,,,19.3946088,-99.1880866,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.4025985,-99.1848446,,
,,MÛdulo de policia,,,,,,,,,,,,,,,,,19.4019725,-99.1775111,,
,,Modulo de PolicÌa - SSP,,,,,,,,,,,,,,,,,19.4163658,-99.1807042,,
,,UniÛn Nacional de PolicÌas,,,,,,,,,,,,,,,,,19.4273231,-99.1654703,,
,,MÛdulo de PolicÌa,,,,,,,,,,,,,,,,,19.4058314,-99.1481634,,
,,GENERAL Directorate of Internal Affairs,,,,,,,,,,,,,,,,,19.424486,-99.1634612,,
,,SSP,,,,,,,,,,,,,,,,,19.4247291,-99.1556755,,
,,Policia,,,,,,,,,,,,,,,,,19.4938708,-99.150425,,
,,Modulo De Policia SSPCDMX Ticom·n,,,,,,,,,,,,,,,,,19.5160882,-99.1330565,,
,,Policia Auxiliar Edo. Mex.,,,,,,,,,,,,,,,,,19.5218498,-99.1714588,,
,,EstaciÛn De PolicÌa Vallejo,,,,,,,,,,,,,,,,,19.5126246,-99.1605843,,
,,"EstaciÛn De PolicÌa ""Cien Metros""",,,,,,,,,,,,,,,,,19.5262636,-99.1584928,,
,,PolicÌa auxiliar,,,,,,,,,,,,,,,,,19.5214837,-99.1701028,,
,,Policia local,,,,,,,,,,,,,,,,,19.4924501,-99.1465162,,
,,EstaciÛn de PolicÌa Gran Canal,,,,,,,,,,,,,,,,,19.4670435,-99.0947663,,
,,MÛdulo de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.466034,-99.101018,,
,,Modulo de PolicÌa,,,,,,,,,,,,,,,,,19.4961712,-99.0964017,,
,,SecretarÌa de Seguriada P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.4956373,-99.0956997,,
,,Secretaria de Seguridad Publica del Df,,,,,,,,,,,,,,,,,19.4903585,-99.1012642,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4931101,-99.0918671,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4624654,-99.1130327,,
,,"EstaciÛn De Policia ""SSP""",,,,,,,,,,,,,,,,,19.4611889,-99.0883585,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4654505,-99.1053929,,
,,MÛdulo de Seguridad P˙blica y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.4708262,-99.1017946,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.466052,-99.1177123,,
,,Modulo de policias,,,,,,,,,,,,,,,,,19.4916664,-99.0807826,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4591618,-99.1033815,,
,,Modulo de Segurida 5 de Mayo,,,,,,,,,,,,,,,,,19.4929613,-99.0976908,,
,,Modulo 9,,,,,,,,,,,,,,,,,19.4915307,-99.0801994,,
,,SECRETARIA DE SEGURIDAD PUBLICA UNIDAD DE PROTECCI”N CIUDADANA G.A.M. 07 CUCHILLA,,,,,,,,,,,,,,,,,19.4613438,-99.0882873,,
,,UNIDAD DE PROTECCION CIUDADANA SANTA FE,,,,,,,,,,,,,,,,,19.3689021,-99.2226887,,
,,Unidad Habitacional Centenario (Unidad de policÌas y bomberos),,,,,,,,,,,,,,,,,19.3607378,-99.2278276,,
,,Sector Santa FE,,,,,,,,,,,,,,,,,19.3716482,-99.2409519,,
,,MÛdulo de Seguridad de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.3615572,-99.2180625,,
,,MÛdulo De PolicÌa,,,,,,,,,,,,,,,,,19.376977,-99.2141055,,
,,Technical Institute for Police Training,,,,,,,,,,,,,,,,,19.3370323,-99.2497628,,
,,Modulo de Seguridad y ProtecciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3743978,-99.2110175,,
,,Police Presidium,,,,,,,,,,,,,,,,,19.3575812,-99.2980589,,
,,Policia Federal.,,,,,,,,,,,,,,,,,19.3473343,-99.2864452,,
,,Policia Preventiva,,,,,,,,,,,,,,,,,19.3609486,-99.2841023,,
,,Secretaria de seguridad publica,,,,,,,,,,,,,,,,,19.3441841,-99.1673097,,
,,Direccion Ejecutiva Regional Coyoacan - U.P.C. Coyoacan,,,,,,,,,,,,,,,,,19.3440727,-99.167465,,
,,UNIDAD DE PROTECCION CIUDADANA ALPES Y SAN ANGEL,,,,,,,,,,,,,,,,,19.3396861,-99.2019501,,
,,U.P.C. Universidad,,,,,,,,,,,,,,,,,19.343748,-99.1671934,,
,,Base de Policia Coyoac·n,,,,,,,,,,,,,,,,,19.3494425,-99.1616578,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.3329623,-99.1985587,,
,,BASE 5 VIGILANCIA UNAM,,,,,,,,,,,,,,,,,19.3237288,-99.1880232,,
,,MÛdulo de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3419454,-99.1920979,,
,,Sector policia bancaria industrial,,,,,,,,,,,,,,,,,19.3447061,-99.1640709,,
,,EstaciÛn de policÌa Tlalpan,,,,,,,,,,,,,,,,,19.3200585,-99.1385242,,
,,Police module,,,,,,,,,,,,,,,,,19.3288343,-99.1553988,,
,,Policia Preventiva del D.f.,,,,,,,,,,,,,,,,,19.3098992,-99.1435398,,
,,Policia Auxiliar,,,,,,,,,,,,,,,,,19.3289092,-99.1371653,,
,,TERRITORIAL COORDINATION SECTOR COYOACAN 5,,,,,,,,,,,,,,,,,19.3026743,-99.1454683,,
,,El 57 Agrupamiento de la PolicÌa,,,,,,,,,,,,,,,,,19.3288318,-99.1331631,,
,,Base Plata Coyoacan,,,,,,,,,,,,,,,,,19.3014928,-99.1451091,,
,,SECTOR 66 BASE TIBURON PACDMX,,,,,,,,,,,,,,,,,19.3306248,-99.1370663,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.3366929,-99.1371592,,
,,PARTICIPACION CIUDADANA MODULO DE POLICIA,,,,,,,,,,,,,,,,,19.3288364,-99.1554328,,
,,Instituto de FormaciÛn de PolicÌa Federal,,,,,,,,,,,,,,,,,19.3095664,-99.1200485,,
,,MODULE SAFETY AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.306837,-99.1208107,,
,,PolicÌa Estatal,,,,,,,,,,,,,,,,,19.4718692,-99.2274736,,
,,Federal Ministerial Police,,,,,,,,,,,,,,,,,19.4536216,-99.2136073,,
,,Caseta De Policia,,,,,,,,,,,,,,,,,19.4807951,-99.2193546,,
,,SSC Secretariat for Public Safety,,,,,,,,,,,,,,,,,19.4613851,-99.214266,,
,,MÛdulo de Policia Tecalli 11,,,,,,,,,,,,,,,,,19.4873208,-99.2174007,,
,,PolicÌa transito zona vial 5,,,,,,,,,,,,,,,,,19.4720378,-99.1974118,,
,,Sector Claveria,,,,,,,,,,,,,,,,,19.4828985,-99.1891459,,
,,Columbus Police booth Echegaray,,,,,,,,,,,,,,,,,19.4898372,-99.2246772,,
,,EstaciÛn De PolicÌa Parque Bicentenario,,,,,,,,,,,,,,,,,19.4722799,-99.1981215,,
,,JUNTA DE POBLADORES DEL EJIDO SANTIAGO AHUIZANTLA A.C,,,,,,,,,,,,,,,,,19.4765032,-99.2094068,,
,,OficialÌa Partes PolicÌa Ministerial,,,,,,,,,,,,,,,,,19.4527873,-99.2151992,,
,,Public Security Module,,,,,,,,,,,,,,,,,19.4585771,-99.1978683,,
,,"EstaciÛn de PolicÌa ""Luis MÈndez"".",,,,,,,,,,,,,,,,,19.3631656,-99.0571307,,
,,Policia Federal,,,,,,,,,,,,,,,,,19.3719177,-99.0594429,,
,,EstaciÛn De Policia Constitucion De 1917,,,,,,,,,,,,,,,,,19.3442131,-99.0609923,,
,,Contel Gendarmeria,,,,,,,,,,,,,,,,,19.3667412,-99.0650784,,
,,"DFAE DirecciÛn de FormaciÛn, Adiestramiento y EspecializaciÛn",,,,,,,,,,,,,,,,,19.3694013,-99.0582322,,
,,"Sector de policia sspdf ""Estrella-quetzal """,,,,,,,,,,,,,,,,,19.3381624,-99.0747551,,
,,PolicÌa Montada,,,,,,,,,,,,,,,,,19.3712076,-99.0404946,,
,,Sector B de la PolicÌa Bancaria Industrial,,,,,,,,,,,,,,,,,19.3770874,-99.0677022,,
,,SSP MÛdulo de PolicÌa,,,,,,,,,,,,,,,,,19.443975,-99.1851394,,
,,EstaciÛn de Policia,,,,,,,,,,,,,,,,,19.4320758,-99.2084406,,
,,Federal Police,,,,,,,,,,,,,,,,,19.4485051,-99.2096978,,
,,EstaciÛn De PolicÌa Gral. Mariano Escobedo,,,,,,,,,,,,,,,,,19.437452,-99.1840065,,
,,Modulo de PolicÌa SSP,,,,,,,,,,,,,,,,,19.4449847,-99.1939883,,
,,Modulo de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.4548306,-99.184708,,
,,Policia Auxiliar CDMX Sector 53,,,,,,,,,,,,,,,,,19.4344264,-99.2080128,,
,,Federal Ministerial Police,,,,,,,,,,,,,,,,,19.4536216,-99.2136073,,
,,Modulo de Policia.,,,,,,,,,,,,,,,,,19.4342839,-99.208087,,
,,Puesto Policial,,,,,,,,,,,,,,,,,19.4373395,-99.1841554,,
,,DirecciÛn general de la policÌa de proximidad Zona Poniente,,,,,,,,,,,,,,,,,19.4218176,-99.2078789,,
,,Policia Auxiliar del Df,,,,,,,,,,,,,,,,,19.4553445,-99.1862495,,
,,Cuerpo de PolicÌa militar,,,,,,,,,,,,,,,,,19.4199999,-99.1932827,,
,,Base Poniente PolicÌa Bancaria Industrial,,,,,,,,,,,,,,,,,19.4271675,-99.2103681,,
,,Modulo de Seguridad publica,,,,,,,,,,,,,,,,,19.4212734,-99.2181096,,
,,PolicÌa Federal Sede Mazaryk,,,,,,,,,,,,,,,,,19.4307329,-99.181361,,
,,OficialÌa Partes PolicÌa Ministerial,,,,,,,,,,,,,,,,,19.4527873,-99.2151992,,
,,PGJ Aeropuerto,,,,,,,,,,,,,,,,,19.4377967,-99.0788825,,
,,PolicÌa bancaria,,,,,,,,,,,,,,,,,19.4432745,-99.0996013,,
,,Hangar PolicÌa Federal,,,,,,,,,,,,,,,,,19.4295976,-99.0718819,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4591618,-99.1033815,,
,,"EstaciÛn De Policia ""SSP""",,,,,,,,,,,,,,,,,19.4611889,-99.0883585,,
,,Upc Aeropuerto,,,,,,,,,,,,,,,,,19.4481387,-99.0766615,,
,,SECRETARIA DE SEGURIDAD PUBLICA UNIDAD DE PROTECCI”N CIUDADANA G.A.M. 07 CUCHILLA,,,,,,,,,,,,,,,,,19.4613438,-99.0882873,,
,,Modulo de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.4548306,-99.184708,,
,,SECRETA DE SEGURIDAD PUBLICA DEL D.F,,,,,,,,,,,,,,,,,19.4589443,-99.185168,,
,,PolicÌa Federal SIDEPOL edificio 'A',,,,,,,,,,,,,,,,,19.48443,-99.1596459,,
,,"EstaciÛn De PolicÌa ""Ricardo Flores Magon"" Cdmx",,,,,,,,,,,,,,,,,19.4547727,-99.1569017,,
,,Castillo Polanco Citizen Protection,,,,,,,,,,,,,,,,,19.457529,-99.1593198,,
,,Policia Auxiliar del Df,,,,,,,,,,,,,,,,,19.4553445,-99.1862495,,
,,"Secretaria General, SIDEPOL, CAS; PolicÌa Federal",,,,,,,,,,,,,,,,,19.4870769,-99.1579618,,
,,Sector Claveria,,,,,,,,,,,,,,,,,19.4828985,-99.1891459,,
,,Unidad de PolicÌa de Proximidad,,,,,,,,,,,,,,,,,19.4589804,-99.1672165,,
,,PolicÌa Auxiliar Agrupamiento 51,,,,,,,,,,,,,,,,,19.4531972,-99.1632776,,
,,"Estacion De Policia "" Industrial Vallejo""",,,,,,,,,,,,,,,,,19.4909852,-99.1684843,,
,,Sector 66 de PolicÌa auxiliar,,,,,,,,,,,,,,,,,19.4532232,-99.1631218,,
,,Policia Auxiliar del D.f.,,,,,,,,,,,,,,,,,19.4643232,-99.1671733,,
,,EstaciÛn de policÌa Luis Cabrera,,,,,,,,,,,,,,,,,19.3214647,-99.2209853,,
,,PolicÌa Federal de Caminos,,,,,,,,,,,,,,,,,19.3163155,-99.2205189,,
,,UNIDAD DE PROTECCION CIUDADANA ALPES Y SAN ANGEL,,,,,,,,,,,,,,,,,19.3396861,-99.2019501,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.3329623,-99.1985587,,
,,Insurgentes Sur Police Station,,,,,,,,,,,,,,,,,19.3049529,-99.1858859,,
,,BASE 5 VIGILANCIA UNAM,,,,,,,,,,,,,,,,,19.3237288,-99.1880232,,
,,Caseta de Vigilancia Base 8,,,,,,,,,,,,,,,,,19.3316625,-99.1954362,,
,,Security Module - S.S.P. D. F.,,,,,,,,,,,,,,,,,19.3074227,-99.2058906,,
,,Federal Police - Tlalpan Station,,,,,,,,,,,,,,,,,19.2432693,-99.1495877,,
,,PolicÌa del Distrito Federal,,,,,,,,,,,,,,,,,19.3792598,-99.1259865,,
,,PolicÌa Delegacional,,,,,,,,,,,,,,,,,19.3799041,-99.1132809,,
,,SecretarÌa de Seguridad P˙blica PolicÌa Auxiliar del Distrito Federal Sector 73,,,,,,,,,,,,,,,,,19.383573,-99.135404,,
,,"EstaciÛn De PolicÌa ""Escuadron 201""",,,,,,,,,,,,,,,,,19.3701151,-99.1079267,,
,,Estacion de Policia,,,,,,,,,,,,,,,,,19.3857339,-99.1216095,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal Modulo de Policia,,,,,,,,,,,,,,,,,19.3836311,-99.1056563,,
,,Delegacion Policia,,,,,,,,,,,,,,,,,19.3736269,-99.1405966,,
,,MODULOS DE SEGURIDAD Y PARTICIPACI”N CIUDADANA,,,,,,,,,,,,,,,,,19.3979091,-99.1425668,,
,,Delegacion de Policia Jusgado Civico,,,,,,,,,,,,,,,,,19.373545,-99.1401858,,
,,Subcomandancia de la PolicÌa Judicial del Estado,,,,,,,,,,,,,,,,,19.3998111,-99.1199159,,
,,EstaciÛn De PolicÌa Circuito Interior,,,,,,,,,,,,,,,,,19.3785193,-99.101459,,
,,"Secretaria De Seguridad Publica Del Df Sector Upc"" Churubusco""",,,,,,,,,,,,,,,,,19.3631535,-99.1154787,,
,,MÛdulo de Seguridad,,,,,,,,,,,,,,,,,19.3981722,-99.1139245,,
